,County,State,Hospital Count
2033,Nance County,NE,3
2034,Nantucket County,MA,2
2035,Napa County,CA,20
2036,Naranjito Municipio,PR,4
2037,Nash County,NC,2
2038,Nassau County,FL,1
2039,Nassau County,NY,20
2040,Natchitoches Parish,LA,2
2041,Natrona County,WY,3
2042,Navajo County,AZ,19
2043,Navarro County,TX,13
2044,Nebraska,NE,20
2045,Nelson County,KY,3
2046,Nelson County,ND,1
2047,Nelson County,VA,6
2048,Nemaha County,KS,2
2049,Nemaha County,NE,1
2050,Neosho County,KS,1
2051,Neshoba County,MS,11
2052,Ness County,KS,1
2053,Nevada County,AR,14
2054,Nevada County,CA,18
2055,Nevada,NV,20
2056,New Castle County,DE,20
2057,New Hampshire,NH,1
2058,New Hanover County,NC,2
2059,New Haven County,CT,20
2060,New Jersey,NJ,20
2061,New Kent County,VA,20
2062,New London County,CT,20
2063,New Madrid County,MO,11
2064,New Mexico,NM,20
2065,New York County,NY,20
2066,New York,NY,20
2067,Newaygo County,MI,16
2068,Newberry County,SC,1
2069,Newport County,RI,5
2070,Newport News City,VA,20
2071,Newton County,AR,1
2072,Newton County,GA,1
2073,Newton County,IN,1
2074,Newton County,MO,20
2075,Newton County,MS,4
2076,Newton County,TX,17
2077,Nez Perce County,ID,7
2078,Niagara County,NY,20
2079,Nicholas County,KY,3
2080,Nicholas County,WV,1
2081,Nicollet County,MN,16
2082,Noble County,IN,1
2083,Noble County,OH,12
2084,Noble County,OK,2
2085,Nobles County,MN,3
2086,Nodaway County,MO,2
2087,Nolan County,TX,4
2088,Nome,AK,2
2089,Norfolk City,VA,20
2090,Norfolk County,MA,20
2091,Norman County,MN,8
2092,North Carolina,NC,20
2093,North Dakota,ND,11
2094,North Slope,AK,1
2095,Northampton County,NC,13
2096,Northampton County,PA,20
2097,Northampton County,VA,20
2098,Northern Mariana Islands,MP,1
2099,Northumberland County,PA,20
2100,Northumberland County,VA,2
2101,Northwest Arctic,AK,1
2102,Norton City,VA,8
2103,Norton County,KS,1
2104,Nottoway County,VA,3
2105,Nowata County,OK,4
2106,Noxubee County,MS,1
2107,Nuckolls County,NE,2
2108,Nueces County,TX,20
2109,Nye County,NV,7
2110,O'Brien County,IA,5
2111,Oakland County,MI,20
2112,Obion County,TN,2
2113,Ocean County,NJ,20
2114,Oceana County,MI,15
2115,Ochiltree County,TX,1
2116,Oconee County,GA,20
2117,Oconee County,SC,1
2118,Oconto County,WI,1
2119,Ogemaw County,MI,9
2120,Ogle County,IL,6
2121,Oglethorpe County,GA,20
2122,Ohio County,IN,20
2123,Ohio County,KY,1
2124,Ohio County,WV,11
2125,Ohio,OH,20
2126,Okaloosa County,FL,18
2127,Okanogan County,WA,6
2128,Okeechobee County,FL,3
2129,Okfuskee County,OK,16
2130,Oklahoma County,OK,20
2131,Oklahoma,OK,20
2132,Okmulgee County,OK,3
2133,Oktibbeha County,MS,5
2134,Oldham County,KY,2
2135,Oldham County,TX,20
2136,Oliver County,ND,14
2137,Olmsted County,MN,20
2138,Oneida County,ID,1
2139,Oneida County,NY,7
2140,Oneida County,WI,8
2141,Onondaga County,NY,20
2142,Onslow County,NC,3
2143,Ontario County,NY,20
2144,Ontonagon County,MI,1
2145,Orange County,CA,20
2146,Orange County,FL,20
2147,Orange County,IN,20
2148,Orange County,NC,6
2149,Orange County,NY,7
2150,Orange County,TX,14
2151,Orange County,VA,17
2152,Orange County,VT,15
2153,Orangeburg County,SC,2
2154,Oregon County,MO,3
2155,Oregon,OR,20
2156,Orleans County,NY,4
2157,Orleans County,VT,10
2158,Orleans Parish,LA,20
2159,Orocovis Municipio,PR,20
2160,Osage County,KS,14
2161,Osage County,MO,20
2162,Osage County,OK,20
2163,Osborne County,KS,1
2164,Osceola County,FL,8
2165,Osceola County,IA,1
2166,Osceola County,MI,6
2167,Oscoda County,MI,12
2168,Oswego County,NY,20
2169,Otero County,CO,4
2170,Otero County,NM,18
2171,Otoe County,NE,20
2172,Otsego County,MI,2
2173,Otsego County,NY,12
2174,Ottawa County,MI,20
2175,Ottawa County,OH,10
2176,Ottawa County,OK,3
2177,Otter Tail County,MN,12
2178,Ouachita County,AR,2
2179,Ouachita Parish,LA,20
2180,Ouray County,CO,10
2181,Outagamie County,WI,16
2182,Overton County,TN,1
2183,Owen County,KY,2
2184,Owsley County,KY,5
2185,Owyhee County,ID,2
2186,Oxford County,ME,6
2187,Ozark County,MO,20
2188,Ozaukee County,WI,1
2189,Pacific County,WA,3
2190,Page County,IA,2
2191,Page County,VA,1
2192,Palm Beach County,FL,20
2193,Palo Alto County,IA,1
2194,Palo Pinto County,TX,4
2195,Pamlico County,NC,12
2196,Panola County,MS,4
2197,Panola County,TX,4
2198,Park County,CO,9
2199,Park County,MT,7
2200,Park County,WY,7
2201,Parke County,IN,1
2202,Parker County,TX,17
2203,Parmer County,TX,1
2204,Pasco County,FL,20
2205,Pasquotank County,NC,11
2206,Passaic County,NJ,18
2207,Patrick County,VA,1
2208,Paulding County,GA,1
2209,Paulding County,OH,1
2210,Pawnee County,KS,1
2211,Pawnee County,NE,1
2212,Pawnee County,OK,12
2213,Payette County,ID,10
2214,Payne County,OK,12
2215,Peach County,GA,1
2216,Pearl River County,MS,1
2217,Pecos County,TX,4
2218,Pembina County,ND,1
2219,Pend Oreille County,WA,1
2220,Pender County,NC,1
2221,Pendleton County,KY,20
2222,Pendleton County,WV,16
2223,Pennington County,MN,3
2224,Pennington County,SD,10
2225,Pennsylvania,PA,10
2226,Penobscot County,ME,20
2227,Penuelas Municipio,PR,20
2228,Peoria County,IL,20
2229,Pepin County,WI,9
2230,Perkins County,NE,1
2231,Perkins County,SD,1
2232,Perquimans County,NC,18
2233,Perry County,AL,13
2234,Perry County,AR,20
2235,Perry County,IL,13
2236,Perry County,IN,1
2237,Perry County,KY,1
2238,Perry County,MO,1
2239,Perry County,MS,1
2240,Perry County,OH,2
2241,Perry County,PA,20
2242,Perry County,TN,1
2243,Pershing County,NV,1
2244,Person County,NC,1
2245,Petersburg City,VA,15
2246,Petroleum County,MT,1
2247,Pettis County,MO,6
2248,Phelps County,MO,2
2249,Phelps County,NE,1
2250,Philadelphia County,PA,20
2251,Phillips County,AR,6
2252,Phillips County,CO,2
2253,Phillips County,KS,1
2254,Phillips County,MT,1
2255,Piatt County,IL,16
2256,Pickaway County,OH,3
2257,Pickens County,AL,1
2258,Pickens County,GA,7
2259,Pickens County,SC,9
2260,Pickett County,TN,6
2261,Pierce County,GA,12
2262,Pierce County,ND,3
2263,Pierce County,NE,10
2264,Pierce County,WA,20
2265,Pierce County,WI,15
2266,Pike County,AL,5
2267,Pike County,AR,2
2268,Pike County,GA,20
2269,Pike County,IL,5
2270,Pike County,IN,1
2271,Pike County,KY,3
2272,Pike County,MO,1
2273,Pike County,MS,3
2274,Pike County,OH,1
2275,Pike County,PA,20
2276,Pima County,AZ,20
2277,Pinal County,AZ,20
2278,Pine County,MN,8
2279,Pinellas County,FL,20
2280,Pipestone County,MN,1
2281,Piscataquis County,ME,5
2282,Pitkin County,CO,6
2283,Pitt County,NC,20
2284,Pittsburg County,OK,10
2285,Pittsylvania County,VA,17
2286,Placer County,CA,20
2287,Plaquemines Parish,LA,2
2288,Platte County,MO,20
2289,Platte County,NE,5
2290,Platte County,WY,1
2291,Pleasants County,WV,9
2292,Plumas County,CA,4
2293,Plymouth County,IA,11
2294,Plymouth County,MA,20
2295,Pocahontas County,IA,1
2296,Pocahontas County,WV,1
2297,Poinsett County,AR,20
2298,Pointe Coupee Parish,LA,4
2299,Polk County,AR,1
2300,Polk County,FL,20
2301,Polk County,GA,1
2302,Polk County,IA,12
2303,Polk County,MN,20
2304,Polk County,MO,5
2305,Polk County,NC,1
2306,Polk County,NE,8
2307,Polk County,OR,4
2308,Polk County,TN,3
2309,Polk County,TX,5
2310,Polk County,WI,7
2311,Ponce Municipio,PR,14
2312,Pondera County,MT,1
2313,Pontotoc County,MS,1
2314,Pontotoc County,OK,8
2315,Pope County,AR,9
2316,Pope County,IL,20
2317,Pope County,MN,13
2318,Poquoson City,VA,20
2319,Portage County,OH,20
2320,Portage County,WI,7
2321,Porter County,IN,3
2322,Portsmouth City,VA,20
2323,Posey County,IN,1
2324,Pottawatomie County,KS,8
2325,Pottawatomie County,OK,16
2326,Pottawattamie County,IA,20
2327,Potter County,PA,5
2328,Potter County,SD,1
2329,Potter County,TX,20
2330,Powell County,KY,3
2331,Powell County,MT,1
2332,Power County,ID,1
2333,Poweshiek County,IA,3
2334,Powhatan County,VA,19
2335,Prairie County,AR,4
2336,Prairie County,MT,1
2337,Pratt County,KS,4
2338,Preble County,OH,1
2339,Prentiss County,MS,1
2340,Presidio County,TX,10
2341,Presque Isle County,MI,14
2342,Preston County,WV,3
2343,Price County,WI,2
2344,Prince Edward County,VA,4
2345,Prince George County,VA,13
2346,Prince George's County,MD,20
2347,Prince William County,VA,2
2348,Providence County,RI,20
2349,Prowers County,CO,2
2350,Pueblo County,CO,20
2351,Puerto Rico,PR,20
2352,Pulaski County,AR,4
2353,Pulaski County,GA,2
2354,Pulaski County,IL,5
2355,Pulaski County,IN,1
2356,Pulaski County,KY,1
2357,Pulaski County,MO,7
2358,Pulaski County,VA,1
2359,Pushmataha County,OK,1
2360,Putnam County,FL,1
2361,Putnam County,GA,1
2362,Putnam County,IL,3
2363,Putnam County,IN,1
2364,Putnam County,MO,1
2365,Putnam County,NY,9
2366,Putnam County,OH,4
2367,Putnam County,TN,4
2368,Quay County,NM,2
2369,Quebradillas Municipio,PR,20
2370,Queen Anne's County,MD,20
2371,Queens County,NY,20
2372,Quitman County,GA,4
2373,Quitman County,MS,9
2374,Rabun County,GA,1
2375,Racine County,WI,20
2376,Radford City,VA,7
2377,Rains County,TX,2
2378,Raleigh County,WV,1
2379,Ralls County,MO,5
2380,Ramsey County,MN,7
2381,Ramsey County,ND,2
2382,Randall County,TX,20
2383,Randolph County,AL,5
2384,Randolph County,AR,2
2385,Randolph County,GA,1
2386,Randolph County,IL,11
2387,Randolph County,IN,1
2388,Randolph County,MO,5
2389,Randolph County,NC,2
2390,Randolph County,WV,3
2391,Rankin County,MS,20
2392,Ransom County,ND,1
2393,Rapides Parish,LA,20
2394,Rappahannock County,VA,20
2395,Ravalli County,MT,2
2396,Rawlins County,KS,1
2397,Ray County,MO,1
2398,Reagan County,TX,1
2399,Red Lake County,MN,8
2400,Red River County,TX,20
2401,Red River Parish,LA,20
2402,Red Willow County,NE,1
2403,Redwood County,MN,4
2404,Reeves County,TX,1
2405,Refugio County,TX,1
2406,Reno County,KS,2
2407,Rensselaer County,NY,20
2408,Renville County,MN,1
2409,Renville County,ND,9
2410,Republic County,KS,1
2411,Reynolds County,MO,7
2412,Rhea County,TN,1
2413,Rhode Island,RI,20
2414,Rice County,KS,1
2415,Rice County,MN,10
2416,Rich County,UT,2
2417,Richardson County,NE,6
2418,Richland County,IL,1
2419,Richland County,MT,3
2420,Richland County,ND,13
2421,Richland County,OH,20
2422,Richland County,SC,3
2423,Richland County,WI,1
2424,Richland Parish,LA,1
2425,Richmond City,VA,20
2426,Richmond County,GA,20
2427,Richmond County,NC,1
2428,Richmond County,NY,11
2429,Richmond County,VA,5
2430,Riley County,KS,9
2431,Ringgold County,IA,1
2432,Rio Arriba County,NM,11
2433,Rio Blanco County,CO,2
2434,Rio Grande County,CO,2
2435,Rio Grande Municipio,PR,20
2436,Ripley County,IN,2
2437,Ripley County,MO,2
2438,Ritchie County,WV,10
2439,Riverside County,CA,20
2440,Roane County,TN,2
2441,Roanoke City,VA,7
2442,Roanoke County,VA,20
2443,Roberts County,SD,8
2444,Roberts County,TX,3
2445,Robertson County,KY,20
2446,Robertson County,TN,8
2447,Robertson County,TX,20
2448,Robeson County,NC,2
2449,Rock County,MN,9
2450,Rock County,NE,1
2451,Rock County,WI,20
2452,Rock Island County,IL,20
2453,Rockbridge County,VA,1
2454,Rockcastle County,KY,1
2455,Rockdale County,GA,3
2456,Rockingham County,NC,9
2457,Rockingham County,NH,20
2458,Rockingham County,VA,2
2459,Rockland County,NY,20
2460,Rockwall County,TX,17
2461,Roger Mills County,OK,2
2462,Rogers County,OK,20
2463,Rolette County,ND,2
2464,Rooks County,KS,1
2465,Roosevelt County,MT,3
2466,Roosevelt County,NM,1
2467,Roscommon County,MI,8
2468,Roseau County,MN,1
2469,Rosebud County,MT,2
2470,Ross County,OH,19
2471,Routt County,CO,5
2472,Rowan County,KY,5
2473,Rowan County,NC,1
2474,Runnels County,TX,4
2475,Rush County,IN,1
2476,Rush County,KS,1
2477,Rusk County,TX,19
2478,Rusk County,WI,1
2479,Russell County,AL,20
2480,Russell County,KS,1
2481,Russell County,KY,1
2482,Russell County,VA,1
2483,Rutherford County,NC,1
2484,Rutherford County,TN,3
2485,Rutland County,VT,5
2486,Sabana Grande Municipio,PR,2
2487,Sabine County,TX,1
2488,Sabine Parish,LA,1
2489,Sac County,IA,1
2490,Sacramento County,CA,20
2491,Sagadahoc County,ME,13
2492,Saginaw County,MI,20
2493,Saguache County,CO,9
2494,Salem City,VA,3
2495,Salem County,NJ,1
2496,Salinas Municipio,PR,1
2497,Saline County,AR,1
2498,Saline County,KS,6
2499,Saline County,MO,3
2500,Saline County,NE,10
2501,Salt Lake County,UT,20
2502,Saluda County,SC,7
2503,Sampson County,NC,1
2504,San Benito County,CA,10
2505,San Bernardino County,CA,20
2506,San Diego County,CA,20
2507,San Francisco County,CA,20
2508,San German Municipio,PR,10
2509,San Jacinto County,TX,20
2510,San Joaquin County,CA,20
2511,San Juan County,CO,2
2512,San Juan County,NM,3
2513,San Juan County,UT,2
2514,San Juan County,WA,5
2515,San Juan Municipio,PR,2
2516,San Lorenzo Municipio,PR,20
2517,San Luis Obispo County,CA,20
2518,San Mateo County,CA,20
2519,San Miguel County,CO,10
2520,San Miguel County,NM,18
2521,San Patricio County,TX,20
2522,San Saba County,TX,3
2523,San Sebastian Municipio,PR,20
2524,Sanborn County,SD,7
2525,Sanders County,MT,3
2526,Sandoval County,NM,15
2527,Sandusky County,OH,11
2528,Sangamon County,IL,20
2529,Sanilac County,MI,10
2530,Sanpete County,UT,3
2531,Santa Barbara County,CA,20
2532,Santa Clara County,CA,8
2533,Santa Cruz County,AZ,20
2534,Santa Cruz County,CA,20
2535,Santa Fe County,NM,20
2536,Santa Isabel Municipio,PR,1
2537,Santa Rosa County,FL,1
2538,Sarasota County,FL,20
2539,Saratoga County,NY,13
2540,Sargent County,ND,3
2541,Sarpy County,NE,20
2542,Sauk County,WI,13
2543,Sawyer County,WI,2
2544,Schenectady County,NY,13
2545,Schleicher County,TX,2
2546,Schley County,GA,4
2547,Schoharie County,NY,7
2548,Schoolcraft County,MI,1
2549,Schuyler County,IL,3
2550,Schuyler County,MO,7
2551,Schuyler County,NY,1
2552,Schuylkill County,PA,20
2553,Scioto County,OH,19
2554,Scotland County,MO,1
2555,Scotland County,NC,2
2556,Scott County,AR,8
2557,Scott County,IA,20
2558,Scott County,IL,9
2559,Scott County,IN,1
2560,Scott County,KS,1
2561,Scott County,KY,1
2562,Scott County,MN,20
2563,Scott County,MO,17
2564,Scott County,MS,4
2565,Scott County,TN,1
2566,Scott County,VA,20
2567,Scotts Bluff County,NE,6
2568,Screven County,GA,2
2569,Scurry County,TX,1
2570,Searcy County,AR,11
2571,Sebastian County,AR,20
2572,Sedgwick County,KS,20
2573,Seminole County,FL,5
2574,Seminole County,GA,1
2575,Seminole County,OK,6
2576,Seneca County,NY,18
2577,Seneca County,OH,15
2578,Sequatchie County,TN,3
2579,Sequoyah County,OK,1
2580,Sevier County,AR,3
2581,Sevier County,TN,1
2582,Seward County,KS,1
2583,Seward County,NE,1
2584,Shackelford County,TX,1
2585,Shannon County,MO,3
2586,Shannon County,SD,4
2587,Sharkey County,MS,1
2588,Sharp County,AR,10
2589,Shasta County,CA,19
2590,Shawano County,WI,1
2591,Shawnee County,KS,20
2592,Sheboygan County,WI,17
2593,Shelby County,AL,2
2594,Shelby County,IA,1
2595,Shelby County,IL,3
2596,Shelby County,IN,1
2597,Shelby County,MO,4
2598,Shelby County,TN,20
2599,Shelby County,TX,4
2600,Shenandoah County,VA,1
2601,Sherburne County,MN,20
2602,Sheridan County,KS,1
2603,Sheridan County,MT,1
2604,Sheridan County,ND,4
2605,Sheridan County,NE,5
2606,Sheridan County,WY,8
2607,Sherman County,KS,1
2608,Sherman County,NE,1
2609,Sherman County,TX,1
2610,Shiawassee County,MI,8
2611,Shoshone County,ID,1
2612,Sibley County,MN,4
2613,Sierra County,CA,20
2614,Silver Bow County,MT,6
2615,Simpson County,KY,1
2616,Simpson County,MS,2
2617,Sioux County,IA,12
2618,Sioux County,ND,15
2619,Sioux County,NE,10
2620,Siskiyou County,CA,7
2621,Sitka,AK,2
2622,Skagit County,WA,10
2623,Skamania County,WA,18
2624,Slope County,ND,1
2625,Smith County,MS,1
2626,Smith County,TX,20
2627,Smyth County,VA,1
2628,Snohomish County,WA,20
2629,Snyder County,PA,13
2630,Socorro County,NM,1
2631,Solano County,CA,20
2632,Somerset County,MD,20
2633,Somerset County,ME,9
2634,Somerset County,NJ,20
2635,Somerset County,PA,2
2636,Somervell County,TX,4
2637,Sonoma County,CA,20
2638,South Carolina,SC,20
2639,South Dakota,SD,20
2640,Southampton County,VA,1
2641,Southeast Fairbanks,AK,10
2642,Spalding County,GA,1
2643,Spartanburg County,SC,20
2644,Spencer County,IN,2
2645,Spencer County,KY,11
2646,Spink County,SD,4
2647,Spokane County,WA,20
2648,Spotsylvania County,VA,1
2649,St. Bernard Parish,LA,1
2650,St. Charles County,MO,20
2651,St. Charles Parish,LA,2
2652,St. Clair County,AL,1
2653,St. Clair County,IL,20
2654,St. Clair County,MI,20
2655,St. Clair County,MO,10
2656,St. Croix County,WI,16
2657,St. Francis County,AR,2
2658,St. Francois County,MO,20
2659,St. Helena Parish,LA,1
2660,St. James Parish,LA,1
2661,St. John the Baptist Parish,LA,18
2662,St. Johns County,FL,2
2663,St. Joseph County,IN,1
2664,St. Joseph County,MI,8
2665,St. Landry Parish,LA,20
2666,St. Lawrence County,NY,20
2667,St. Louis City,MO,20
2668,St. Louis County,MN,20
2669,St. Louis County,MO,20
2670,St. Lucie County,FL,20
2671,St. Martin Parish,LA,7
2672,St. Mary Parish,LA,4
2673,St. Mary's County,MD,1
2674,St. Tammany Parish,LA,1
2675,Stafford County,VA,2
2676,Stanislaus County,CA,9
2677,Stanley County,SD,2
2678,Stanly County,NC,2
2679,Stanton County,KS,1
2680,Stanton County,NE,6
2681,Stark County,IL,20
2682,Stark County,ND,1
2683,Stark County,OH,20
2684,Starke County,IN,1
2685,Starr County,TX,20
2686,Staunton City,VA,8
2687,Ste. Genevieve County,MO,1
2688,Stearns County,MN,20
2689,Steele County,MN,2
2690,Steele County,ND,4
2691,Stephens County,GA,1
2692,Stephens County,OK,3
2693,Stephenson County,IL,5
2694,Sterling County,TX,2
2695,Steuben County,IN,2
2696,Steuben County,NY,14
2697,Stevens County,KS,1
2698,Stevens County,MN,1
2699,Stevens County,WA,5
2700,Stewart County,GA,12
2701,Stewart County,TN,2
2702,Stillwater County,MT,2
2703,Stoddard County,MO,1
2704,Stokes County,NC,2
2705,Stone County,AR,1
2706,Stone County,MO,20
2707,Stonewall County,TX,1
2708,Storey County,NV,20
2709,Story County,IA,1
2710,Strafford County,NH,20
2711,Stutsman County,ND,2
2712,Sublette County,WY,3
2713,Suffolk City,VA,20
2714,Suffolk County,MA,20
2715,Suffolk County,NY,20
2716,Sullivan County,IN,1
2717,Sullivan County,MO,1
2718,Sullivan County,NH,16
2719,Sullivan County,NY,10
2720,Sullivan County,PA,1
2721,Sullivan County,TN,20
2722,Sully County,SD,4
2723,Summit County,CO,1
2724,Summit County,OH,20
2725,Summit County,UT,5
2726,Sumner County,KS,2
2727,Sumner County,TN,1
2728,Sumter County,AL,1
2729,Sumter County,FL,9
2730,Sumter County,GA,1
2731,Sumter County,SC,15
2732,Sunflower County,MS,2
2733,Surry County,NC,4
2734,Surry County,VA,20
2735,Susquehanna County,PA,3
2736,Sussex County,DE,20
2737,Sussex County,NJ,20
2738,Sussex County,VA,20
2739,Sutter County,CA,20
2740,Sutton County,TX,2
2741,Suwannee County,FL,6
2742,Swain County,NC,1
2743,Sweet Grass County,MT,13
2744,Sweetwater County,WY,1
2745,Swift County,MN,1
2746,Swisher County,TX,1
2747,Switzerland County,IN,1
2748,Talbot County,GA,6
2749,Talbot County,MD,20
2750,Taliaferro County,GA,2
2751,Talladega County,AL,18
2752,Tallahatchie County,MS,1
2753,Tallapoosa County,AL,20
2754,Tama County,IA,20
2755,Taney County,MO,13
2756,Tangipahoa Parish,LA,20
2757,Taos County,NM,5
2758,Tarrant County,TX,5
2759,Tate County,MS,2
2760,Tattnall County,GA,1
2761,Taylor County,FL,1
2762,Taylor County,GA,1
2763,Taylor County,IA,2
2764,Taylor County,KY,1
2765,Taylor County,TX,20
2766,Taylor County,WI,10
2767,Taylor County,WV,8
2768,Tazewell County,IL,20
2769,Tazewell County,VA,1
2770,Tehama County,CA,20
2771,Telfair County,GA,4
2772,Teller County,CO,20
2773,Tennessee,TN,20
2774,Tensas Parish,LA,11
2775,Terrebonne Parish,LA,18
2776,Terrell County,GA,20
2777,Terrell County,TX,1
2778,Terry County,TX,3
2779,Teton County,ID,1
2780,Teton County,MT,4
2781,Teton County,WY,7
2782,Texas County,MO,1
2783,Texas County,OK,1
2784,Texas,TX,20
2785,Thayer County,NE,1
2786,Thomas County,GA,9
2787,Thomas County,KS,3
2788,Thomas County,NE,1
2789,Throckmorton County,TX,1
2790,Thurston County,NE,1
2791,Thurston County,WA,20
2792,Tift County,GA,1
2793,Tillamook County,OR,3
2794,Tillman County,OK,5
2795,Tioga County,NY,19
2796,Tioga County,PA,13
2797,Tippah County,MS,1
2798,Tippecanoe County,IN,20
2799,Tipton County,IN,2
2800,Tipton County,TN,1
2801,Tishomingo County,MS,2
2802,Titus County,TX,1
2803,Toa Alta Municipio,PR,20
2804,Toa Baja Municipio,PR,4
2805,Todd County,KY,20
2806,Todd County,MN,11
2807,Todd County,SD,2
2808,Tolland County,CT,20
2809,Tom Green County,TX,20
2810,Tompkins County,NY,12
2811,Tooele County,UT,7
2812,Toole County,MT,4
2813,Toombs County,GA,2
2814,Torrance County,NM,20
2815,Towner County,ND,2
2816,Towns County,GA,4
2817,Traill County,ND,2
2818,Traverse County,MN,5
2819,Travis County,TX,20
2820,Treasure County,MT,4
2821,Trego County,KS,1
2822,Trempealeau County,WI,7
2823,Treutlen County,GA,4
2824,Trigg County,KY,1
2825,Trimble County,KY,7
2826,Trinity County,CA,1
2827,Trinity County,TX,20
2828,Tripp County,SD,3
2829,Troup County,GA,11
2830,Trousdale County,TN,1
2831,Trujillo Alto Municipio,PR,6
2832,Trumbull County,OH,20
2833,Tucker County,WV,9
2834,Tulare County,CA,4
2835,Tulsa County,OK,20
2836,Tunica County,MS,20
2837,Tuolumne County,CA,14
2838,Turner County,GA,14
2839,Turner County,SD,2
2840,Tuscaloosa County,AL,20
2841,Tuscarawas County,OH,15
2842,Tuscola County,MI,12
2843,Twiggs County,GA,20
2844,Twin Falls County,ID,4
2845,Tyler County,TX,1
2846,Tyler County,WV,4
2847,Tyrrell County,NC,20
2848,Uinta County,WY,5
2849,Uintah County,UT,1
2850,Ulster County,NY,20
2851,Umatilla County,OR,4
2852,Unicoi County,TN,1
2853,Union County,AR,6
2854,Union County,FL,1
2855,Union County,GA,1
2856,Union County,IA,1
2857,Union County,IL,1
2858,Union County,IN,1
2859,Union County,KY,1
2860,Union County,MS,1
2861,Union County,NJ,20
2862,Union County,NM,1
2863,Union County,OH,1
2864,Union County,OR,1
2865,Union County,PA,9
2866,Union County,SC,2
2867,Union County,SD,15
2868,Union County,TN,5
2869,Union Parish,LA,4
2870,Upshur County,TX,20
2871,Upshur County,WV,5
2872,Upson County,GA,1
2873,Upton County,TX,6
2874,Utah County,UT,20
2875,Utah,UT,20
2876,Utuado Municipio,PR,6
2877,Uvalde County,TX,4
2878,Val Verde County,TX,20
2879,Valdez-Cordova,AK,2
2880,Valencia County,NM,14
2881,Valley County,ID,2
2882,Valley County,MT,6
2883,Valley County,NE,1
2884,Van Buren County,AR,6
2885,Van Buren County,IA,1
2886,Van Buren County,MI,19
2887,Van Buren County,TN,13
2888,Van Wert County,OH,5
2889,Van Zandt County,TX,5
2890,Vance County,NC,13
2891,Vanderburgh County,IN,20
2892,Vega Alta Municipio,PR,6
2893,Vega Baja Municipio,PR,8
2894,Venango County,PA,14
2895,Ventura County,CA,13
2896,Vermilion County,IL,15
2897,Vermilion Parish,LA,7
2898,Vermillion County,IN,1
2899,Vermont,VT,20
2900,Vernon County,MO,6
2901,Vernon County,WI,1
2902,Vernon Parish,LA,6
2903,Victoria County,TX,16
2904,Vieques Municipio,PR,1
2905,Vigo County,IN,4
2906,Vilas County,WI,5
2907,Vinton County,OH,8
2908,Virgin Islands of the U.S.,VI,5
2909,Virginia Beach City,VA,20
2910,Virginia,VA,20
2911,Volusia County,FL,20
2912,Wabash County,IL,1
2913,Wabash County,IN,1
2914,Wabasha County,MN,20
2915,Wabaunsee County,KS,9
2916,Wade Hampton,AK,1
2917,Wadena County,MN,2
2918,Wagoner County,OK,8
2919,Wahkiakum County,WA,20
2920,Wake County,NC,20
2921,Wakulla County,FL,2
2922,Waldo County,ME,1
2923,Walker County,AL,7
2924,Walker County,GA,20
2925,Walker County,TX,10
2926,Walla Walla County,WA,20
2927,Wallace County,KS,5
2928,Waller County,TX,20
2929,Wallowa County,OR,1
2930,Walsh County,ND,13
2931,Walton County,FL,12
2932,Walton County,GA,1
2933,Walworth County,SD,3
2934,Walworth County,WI,9
2935,Wapello County,IA,1
2936,Ward County,ND,13
2937,Ward County,TX,1
2938,Ware County,GA,5
2939,Warren County,GA,5
2940,Warren County,IA,20
2941,Warren County,IL,1
2942,Warren County,IN,4
2943,Warren County,KY,20
2944,Warren County,MO,14
2945,Warren County,MS,8
2946,Warren County,NC,19
2947,Warren County,NJ,3
2948,Warren County,NY,18
2949,Warren County,OH,20
2950,Warren County,PA,9
2951,Warren County,TN,4
2952,Warren County,VA,1
2953,Warrick County,IN,1
2954,Wasatch County,UT,6
2955,Wasco County,OR,17
2956,Waseca County,MN,13
2957,Washakie County,WY,1
2958,Washburn County,WI,7
2959,Washington County,AL,1
2960,Washington County,AR,20
2961,Washington County,CO,1
2962,Washington County,FL,1
2963,Washington County,GA,1
2964,Washington County,IA,1
2965,Washington County,ID,1
2966,Washington County,IL,1
2967,Washington County,IN,1
2968,Washington County,KS,1
2969,Washington County,KY,4
2970,Washington County,MD,13
2971,Washington County,ME,4
2972,Washington County,MN,20
2973,Washington County,MO,1
2974,Washington County,MS,6
2975,Washington County,NC,1
2976,Washington County,NE,1
2977,Washington County,NY,15
2978,Washington County,OH,5
2979,Washington County,OK,2
2980,Washington County,OR,8
2981,Washington County,PA,20
2982,Washington County,RI,6
2983,Washington County,TN,12
2984,Washington County,TX,5
2985,Washington County,UT,3
2986,Washington County,VA,5
2987,Washington County,VT,11
2988,Washington County,WI,20
2989,Washington Parish,LA,6
2990,Washington,WA,20
2991,Washita County,OK,14
2992,Washoe County,NV,20
2993,Washtenaw County,MI,20
2994,Watauga County,NC,1
2995,Watonwan County,MN,2
2996,Waukesha County,WI,20
2997,Waupaca County,WI,2
2998,Waushara County,WI,4
2999,Wayne County,GA,2
3000,Wayne County,IA,1
3001,Wayne County,IL,4
3002,Wayne County,IN,1
3003,Wayne County,KY,1
3004,Wayne County,MI,20
3005,Wayne County,MO,16
3006,Wayne County,MS,1
3007,Wayne County,NC,5
3008,Wayne County,NE,9
3009,Wayne County,NY,20
3010,Wayne County,OH,12
